1.044890297849183775e-01,1.258669698109370072e-01,2.362047024735613454e-01,5.598522672950446977e-02,-4.752634968767833201e-01,-3.732721525984569744e-03,-8.970387349545776157e-02,2.471543798841648321e-01,-2.265369390971631036e-01,-1.242931815545493535e-02,4.027815687391148591e-01,-1.022603674375036215e-01,-3.322766043113609680e-01,-4.676516387669686914e-01,-5.129784161499564288e-01,-6.935980691946380672e-01,8.558792907564433117e-02,8.819481133337513101e-02,-4.059255545630522932e-01,-1.187360203184532476e-01
-3.020391258562106218e-01,-5.348638624897961158e-01,1.731361466672247384e-01,-5.341065454394727796e-02,-2.554555916040729402e-04,-4.347735670279801456e-01,3.876279904222038608e-01,-1.031885376508288737e-01,1.127241678730502156e-01,1.875124137539606051e-01,-7.412401600894097387e-02,-3.314870668885008254e-01,1.069465239655646993e-01,-4.507414737571908692e-01,-9.282047760322360841e-02,-5.942595777532478918e-01,-6.521858771648111341e-01,5.322185713577656796e-02,1.490446359996544512e-01,1.722606182868781366e-01
1.003778432881823335e+00,-5.899656180742000877e-02,-1.644496241240422485e+00,-1.447905355523971149e+00,8.064388597259662950e-01,3.027140617365776665e-01,-9.142018667002304033e-01,-7.366290433211970801e-02,-6.912472214328957421e-01,3.222821666512195593e-01,-9.589441317323273983e-01,-7.661045160739710091e-01,-5.042939260429006865e-01,-1.274109431631918476e-01,1.075423720151919005e+00,1.912917386794080521e+00,-4.462213168271629837e-01,5.654999436224815434e-02,1.476969753703630817e-01,-5.392947041852461654e-01
-2.519751694735010705e-01,-8.263278187144176279e-01,1.002215452559753750e+00,3.228701341086631094e-01,-8.719461456946752120e-01,6.683237964616892124e-02,4.407975009719245496e-01,2.425560934422155979e-01,1.959448769153569192e-01,-1.252781614962092949e-01,1.024395780986523397e+00,2.684968358787688525e-02,7.301531876288938072e-01,6.424810183502689676e-02,-6.645865215400392767e-01,-1.092052459906148743e+00,2.906453220612028598e-01,-2.102470066710412089e-01,3.447269313385330491e-01,-5.937257861052305796e-02
1.746261775818803430e-01,-6.645532489037416779e-01,2.074342779578251805e-01,2.651721550378125514e-01,-3.359391621311865750e-01,1.192704210034941648e-01,2.535689287488378518e-01,3.410825060425438093e-01,4.357328075352856489e-02,-3.933563471623151009e-01,-3.202972941863241330e-01,2.679941758453402434e-01,-1.930600818946120178e-01,-7.297175769565275583e-03,-5.322317526298869783e-01,-4.626695662149650223e-01,1.515842257653166048e-03,7.373198290994338600e-02,-1.299368812158467890e-01,2.826872663391940543e-01
2.138480404072524266e+00,9.907952080007281781e-02,-2.159266755548554073e+00,-2.140684352645014332e+00,2.139570012655044984e+00,1.283274360493799060e-01,-2.205668383914567432e+00,8.020770137767602170e-01,-6.601410723556248028e-01,5.054225207382513352e-01,-1.132364096976165690e+00,-1.148228216062597618e+00,-9.778535550739893001e-01,6.710991796825392930e-01,1.264036593510956541e+00,1.821033416114141490e+00,-1.905957708142661799e-01,-2.725258838594891986e-02,-6.348199931214983938e-01,-9.184949551759507003e-01
5.066896052469050948e-01,5.611980559199520879e-01,-2.571726342316553726e-01,-1.146627566103851414e+00,2.734918216513428924e-01,1.620548555820350289e-01,-7.022755881245009713e-01,4.039659311695011912e-01,-5.977741201053320408e-01,-1.724841922483019707e-01,-1.389339479997356575e-01,-1.803815263201495600e-02,-6.580735735667653241e-01,-4.132780192904952909e-02,4.823498775313308506e-01,1.002340388284573169e+00,-4.318651810628414134e-02,-1.041482189221034360e-01,-6.421165527198888778e-01,-7.640467142077258522e-01
1.851447934215125990e+00,1.278633918367467481e-01,-1.710915195516938381e+00,-2.081894612038670545e+00,1.342646435574675223e+00,7.463565370753179051e-01,-1.900941276545374592e+00,3.554273455593230935e-01,-1.323914211783359773e+00,3.307524445761274023e-01,-1.218751641188513757e+00,-1.210103212825068830e+00,-1.290200118895569847e+00,3.982670964840346328e-01,1.549541117834769555e+00,1.266717657073649805e+00,2.018131181665450968e-01,1.275182836317334811e-01,-3.818182643917795993e-02,-9.134820119766124957e-01
-9.155846020914046868e-01,-6.810886463648974098e-01,1.538176559747561900e-01,5.985650497757677435e-01,-5.209694952882965024e-01,-7.058011919834806802e-01,5.941726893257889275e-01,-7.481268357574691885e-01,3.560639679222887821e-01,-5.313893076245961022e-02,6.444968421561159122e-01,5.057452420571272311e-01,4.229375980635737275e-01,-5.073684166861592848e-01,-1.685900228777409693e-01,-9.350352540810809021e-01,4.737765371976382367e-02,-1.781368060485180871e-01,-2.284944831227062323e-01,1.478640360326373138e-01
1.581712910737523847e+00,1.218855363752743975e-01,-1.544926385802054991e+00,-1.117457454926662264e+00,3.329714798547576682e-01,6.879724661929028651e-01,-1.566863237311499901e+00,3.814424736869588273e-01,-4.680786060259184422e-01,-2.096778611961646333e-01,-7.910185238066751445e-01,-6.721004999758681819e-01,-1.216127324215752425e+00,-2.630908448424038037e-02,1.142063789387916195e+00,1.783424167090337020e+00,-3.143923428004208320e-02,6.461644377362742997e-01,1.374688653114199965e-01,-6.350431566527526828e-01
7.642829792464401750e-01,5.231838652828572078e-01,-1.403754191554346775e+00,-1.373529085704383368e+00,1.143567588488310638e-01,8.999669782274158369e-02,-7.955115220702808632e-01,3.928365237325004422e-01,-5.895070203372553275e-01,9.291306482196497185e-02,-2.038323218680189730e-01,-1.978216249227418289e-01,-8.015017071058321285e-01,1.401501361258650213e-01,6.723532645145794406e-01,1.330628096055696874e+00,-1.342791247298341650e-01,3.253360802094906190e-01,-5.441061296813125558e-01,-1.617877192683925547e-01
-2.977176654041274739e-01,-1.449536937325948793e+00,8.411304341497559678e-01,9.462351290062248621e-01,-3.317879317031594555e-01,-3.549871273701028507e-01,2.603483761255152018e-01,3.011381192040582522e-01,2.301006718964067610e-01,-6.245476739642463748e-01,5.787482260473876261e-01,1.647278677283469939e-01,5.344019981018084398e-01,-1.927558996818949100e-01,-9.911399778741833977e-01,-1.924704389309253028e+00,2.300395157345147545e-03,-1.261434566586715211e-02,-4.922325708687914636e-01,2.859715928250491368e-01
-1.309695858188134610e-01,-1.442103884565810290e+00,3.097781187464536679e-01,1.094101394474356059e-02,-9.633582287492458152e-01,-1.971357391737881826e-01,8.810838702468570816e-01,2.790652930649039076e-01,5.188297451057479748e-01,-2.456361225304018181e-01,1.322312382339779768e+00,6.966246755134686275e-01,-1.683907040994326587e-01,-3.176733476253970623e-02,-1.172142396862568603e+00,-2.272589795262260903e+00,-4.981835409485879662e-03,5.547946141265562847e-01,3.169077917780467324e-01,2.458911496311017020e-02
1.259015271912480083e+00,9.391549008910752283e-01,-9.848473314870613837e-01,-1.413459365553790592e+00,1.123300111601713391e+00,4.623849410963338791e-01,-1.797794430175518654e+00,9.961605652757106466e-02,-5.228653952216976153e-01,4.191284445595997443e-01,-1.465405977315496155e+00,-7.600536518994319701e-01,-1.216913236808304655e+00,4.590263733941633562e-01,9.524084459570257843e-01,1.267185166092479109e+00,-2.436094002075513132e-01,2.709354409116527251e-01,-7.484820542530312704e-01,-6.813983869221241774e-01
9.286198446180674582e-01,4.850550050743885344e-01,-1.597125071548704422e+00,-8.113364412179604468e-01,9.784569505219880003e-01,7.261183608658693389e-01,-1.440168830454652271e+00,6.229507134166335780e-02,-7.414420466626631123e-01,3.535108806801874892e-01,-8.599359626200805407e-01,-1.106893003164243883e+00,-7.517034560517257269e-01,3.791215044541834667e-01,2.429734447942920317e-01,2.001864992182206038e+00,-4.858948436915381253e-01,3.197819115206012586e-01,-6.627146050706983482e-01,-2.142341537353150138e-01
1.306079600084303793e+00,1.918263015220412204e-01,-1.841184882947972667e+00,-9.111010544027058344e-01,1.053264464182166016e+00,-1.995519582880050935e-03,-1.308339653196198382e+00,2.193427847413714216e-01,-5.483020910311404705e-01,5.968452326200717195e-01,-7.721327496557642833e-01,-6.649142536779900636e-01,-9.512837132554130548e-01,-1.361104387717114172e-01,3.767355042713081414e-01,1.962083620148852514e+00,2.929547086107469056e-01,3.589550851877277293e-01,-2.271460442208062258e-01,-5.492536744789302539e-01
5.791588378850558438e-01,5.154578315402992272e-01,-9.762103109131207157e-01,-8.414483439587862046e-01,4.475538986152060028e-01,-2.103664147601359280e-01,-8.804333483852998521e-01,-4.459204973605650490e-01,-6.084398142001800069e-01,-5.638596916310943952e-01,-9.711999600069421978e-01,-5.574495537251082933e-01,-3.772896449233267835e-01,2.175626099948717029e-01,4.151152018073126504e-01,1.012663703795086745e+00,-8.137004045543390074e-01,-3.644871482523792672e-01,-3.347586282611881847e-01,-8.187874613643939536e-01
-3.336908151518001020e-01,-4.621941757442162291e-01,4.252187319420770439e-01,2.436307171080699385e-01,8.411683528089315687e-02,-3.840612071711772824e-02,6.278152766343055857e-01,-3.422673335975273678e-01,-3.272760321860949950e-02,-4.759935876862401161e-01,8.335176801964238047e-01,2.685890166873690088e-01,2.260144670429802272e-01,-3.857369985833868364e-01,-6.368050763724734109e-01,-6.462478776048125040e-01,-2.152300283746170217e-01,-3.951011711149573502e-01,2.145137819586968309e-01,2.888861121983031799e-01
6.857371024957142902e-01,6.029854600143956800e-01,-1.416248125723985174e+00,-1.171383517523185702e+00,1.191398762763983488e+00,-7.195623254989014228e-02,-7.411128221926677195e-01,5.461425170416831509e-01,-1.012375992719739770e+00,-3.431713956467000726e-01,-4.697404334712722007e-01,-1.939846814426342270e-01,-1.822971798552117939e-01,5.927469328300634110e-01,9.263053492551300838e-01,1.161640265108987657e+00,2.672057406881501174e-01,6.362006576959821080e-01,-6.357814028515078597e-01,-7.592016618938230987e-01
-2.259177596531403154e-01,4.964880387483956992e-01,-7.429368763917985063e-01,-2.783819681787076672e-02,-3.431617277261139742e-02,8.429082578417705640e-02,-2.698935970154446862e-01,-4.618729856042563253e-01,-1.069282650120089995e-01,-3.809134226235074694e-01,-2.564854673922484785e-01,-3.741590603168108986e-01,-1.069059795525484913e-01,-7.497259344304768591e-02,6.343742319705136801e-02,8.941873402591661302e-01,1.426298826993753488e-01,-6.978253524374504746e-01,1.742045496866312937e-01,2.273238096475286296e-01
